1488598.py,odiak,58,59,11,9
830011.py,hugs,70,90,250,0
3706203.py,tdack,18,35,3,2
8a7297838593287195b0.py,chaudum,47,77,25,0
4026444.py,pkqk,59,27,44,23
67c7a6d77a6da0a56329.py,llekn,15,10,5,10
5048768.py,ChrisBeaumont,76,52,252,2
1706787.py,scotttam,14,16,12,12
579207.py,tmc,321,51,342,242
3b71a120ae7789956ef8.py,vanphuong12a2,15,5,6,4
984fcf38dd90efbce94a.py,chrismetcalf,230,56,120,17
b4da6ec84ba9c23c8e59.py,nicwolff,23,61,15,1
763200.py,msabramo,921,181,132,83
2872d7f994d192188970408980267e6e.py,hackerdem,23,31,2,0
4448541.py,chadselph,52,23,41,14
8426512.py,khelll,14,13,40,0
10011921.py,nbortolotti,24,47,123,6
6969554.py,zedshaw,29,13,3151,0
54d0a8bf9f64ce2ec6b8.py,blixt,95,74,247,517
1653394.py,mdellavo,59,167,12,0
f7a69cdd33195168fb14.py,tastywheat,9,113,0,0
5762777.py,georgevreilly,23,8,25,24
f07fb4591739e13d70a5.py,andrewljohnson,18,6,44,82
58ca43190885a6aa8fbfa517b7c28291.py,usernaamee,11,11,29,4
7903307.py,akorobov,8,17,5,0
f2608cbe54403edb0b13.py,clchiou,29,6,7,0
b0cad4009c5702889979c82f6473c7b3.py,nicysneiros,20,17,40,1
ffb1b5f12d7ad787f6e4.py,skyuplam,75,6,9,39
4963950.py,msztolcman,51,19,15,19
520a2c13f358b3689d00a3c88b34e0c6.py,lucianmarin,13,13,56,95
de26a7a2663f00ca16d8d2558815e9a6.py,MatthieuBizien,31,4,10,7
676306.py,maxcountryman,133,81,230,19
1875903.py,ofan666,2,7,4,2
a4c7c3b180f51fba3ed40edb4f239c79.py,dalanmiller,114,24,63,126
078e00b20aced1d865cba7051694e5d2.py,cnscud,7,4,0,0
adb83e3a62291e4df5cd89a195fcd87a.py,Tafkas,17,30,58,58
1013219.py,vlasovskikh,19,11,183,9
8199088.py,johnantoni,523,218,89,339
7466823.py,fcwu,44,16,82,0
9b5a7b51f48e026e3af5.py,barentsen,138,19,96,12
5223935.py,fcrespo82,83,21,4,1
4001440.py,shirou,103,109,187,0
756c0e3d5d93b92be6ebe55c895754f9.py,rozap,73,47,37,14
871050.py,fredrick,33,51,75,38
5693665.py,marteinn,45,80,22,21
5df669df7b29806ca541.py,lumaxis,94,11,56,25
168c9d74b988391e702aac5f4aa69e41.py,forkd,11,31,16,12
881cd3e0f8836121226a04efb9e2ae18.py,mjdietzx,21,17,56,22
4137338.py,atdt,128,240,139,47
8086892.py,msukmanowsky,34,43,38,28
944805.py,sneeu,44,64,49,51
2897508.py,yuvadm,192,52,264,100
12332f410a05e6c7c949.py,joequery,53,64,82,4
10301506.py,bassdread,8,64,29,24
f940f98fbbac84d35e8d.py,apple2373,18,1,48,15
4200488.py,majgis,79,25,27,153
9fffe8ba08e378e3d027610921c51a78.py,prats226,10,6,14,2
057edef8056f97b064df4ecef942c9c4.py,beam2d,29,14,116,0
220521.py,christian-oudard,63,8,23,2
5099161.py,pfote,8,12,14,1
4c501fc99acb75852756a4d1dfc8ca3d.py,jamesbvaughan,37,5,57,27
4199233.py,tmcw,159,1761,2228,5
349f063c242239952a2e.py,pudquick,95,193,220,0
e618b303ab64c0e7e32b1f7957ca283a.py,dahlia,129,72,563,116
bba5c2ba3000010ca049d6f96f5d2f27.py,kingjr,56,93,87,37
e5f384592ced2812922c.py,7596ff,12,1,23,30
3840816.py,wickman,31,18,127,1
6dcd7c363330a8391dbe.py,minikomi,77,141,167,3
5a653317688b14fd0fc67214c1352831.py,internaut,22,9,63,37
6376196.py,kinnala,40,10,7,0
2477361.py,3kwa,46,13,16,5
5895770.py,sloria,129,67,906,12
7bd794314972855dc4b5.py,dhcdht,27,4,31,11
8110128.py,minixalpha,12,29,98,101
2ad38687ed7b768576b1.py,quantenProjects,23,11,8,1
0e99e40253980e34b27d079e89be52e8.py,michaelwangtd,103,1,4,28
8601bfad4ad512ff9d6d46d1ba0fbcca.py,DavidRdgz,17,22,3,4
6266559.py,dmitric,28,35,58,16
1001afd374c2c3b7752545ce6d9ed349.py,ericjang,67,47,818,84
43e20eda5eb5834b61bc06a4c1855b29.py,Dref360,33,16,177,38
a5fb23f096d7b0c3880e1622938d0901.py,nasimrahaman,19,5,57,10
10354951.py,mfussenegger,42,4,45,7
d1406b58daaf790b465b.py,JoeyChor,0,5,2,0
e0623245b95817b7b204.py,alexwlchan,64,21,65,0
7953904.py,dchaplinsky,72,60,128,2
7607089.py,lourenzo,45,9,44,21
d2c38170d4beceeb32dc.py,chris-allan,42,24,24,10
5295600.py,haard,20,4,16,0
3856835.py,kroger,8,31,77,3
d167d256f6c426e2b6fdf2dbfc1ba3c9.py,jzbruno,22,5,4,1
1476680.py,dhruvbaldawa,67,16,235,11
11122670.py,thinrhino,34,14,9,2
b1d181802fac750f0cc1.py,pior,67,34,21,0
2877917.py,TiuTalk,17,340,751,28
848913.py,revolunet,435,198,735,229
7207829.py,ipartola,31,7,13,0
b82744a07d8c723b031a.py,justinHowlett,8,9,6,1
1360455.py,srw,11,5,43,185
7783958.py,yasyf,104,85,74,59
4000025.py,Svenito,26,20,68,0
4447513.py,inky,21,202,97,74
34ffc56283273e1e904e8dc50491a7a6.py,shivshank,34,10,4,5
7dc87b8d1dc16b025e7019113cc2de93.py,kk6,29,31,44,94
11405336.py,mariocesar,75,108,88,237
3732305.py,Bouke,94,21,90,1
b26df08d6dd0765ae5f0231eb2ecb1c2.py,dolpang2,17,21,2,1
3ec7f0791145b008589c.py,deontologician,39,54,57,8
77bd95f605fc41dc7366.py,samisalkosuo,33,13,10,0
5299537.py,miebach,92,78,0,0
8366855.py,mskm9926,4,5,1,4
8736338.py,avrilcoghlan,9,122,126,0
9672335.py,roger-link,16,2,2,0
8752582.py,tauzen,20,10,8,11
4542897.py,dcramer,165,90,1886,8
d6eaf688260801daa3ff.py,marcusway,18,7,3,6
6893b83409ae4575e2bd.py,diogo149,70,2,73,2
780003.py,JeffSackmann,8,12,350,0
7793e2058c5c9dacb5212c0ac0b18a8a.py,wassname,139,93,125,46
543707.py,bebraw,158,207,1585,0
7595164.py,msm595,18,4,5,0
cb5d8157a8fa5a4a046e.py,dcwatson,29,8,26,7
a6f4e6c4b18aa7ab932f5f94fbab3760.py,FilipDominec,28,34,34,6
1234843.py,lerouxb,35,49,31,14
d64234a093e223e319d2d7a104d4b85e.py,pudquick,95,193,220,0
2630561.py,lloeki,100,25,36,0
83d536af9461eb26d7a19ff73a7391c2.py,dstanek,61,32,46,41
23d8e4986cbae49b8a8c.py,tshrinivasan,64,6,105,11
36511794f7dff3bc9fd4156e0a29c5a1.py,turtlemonvh,59,51,32,62
e515a92542fc41ea5911.py,aessam,7,32,62,14
6307592.py,Ed-von-Schleck,58,2,22,0
8428798.py,jpadilla,202,217,511,356
87ce0787556143a8fb0590c897bcf619.py,justdoit0823,26,89,28,19
6018026.py,meeuw,53,88,8,7
3a96a407e16dae155744.py,Airblader,55,8,371,4
3563671.py,mhulse,145,205,100,8
8bb867dc631433c01fd0.py,smcoll,36,11,3,0
a08221826c6f20ac47fe688e575e51ca.py,blacktwin,3,61,18,0
5227733.py,DRMacIver,41,217,228,13
1b61a77b136565333f08.py,nmcv,64,50,21,100
8231952.py,ndaversa,21,1,28,15
1005369.py,gigamonkey,87,44,393,1
ab41e8ba5922c6ade176d343ab31c708.py,orzogc,3,2,2,2
1d6654a721789163627c4db7add22a50.py,diegopacheco,335,851,172,132
dc176cdb29efd826e8c748e7f96933f0.py,sash13,40,57,22,21
445785.py,laiso,158,173,122,84
a5d0cab4bde185b38404.py,Hellowlol,71,28,49,15
8d14ff0a920d5c15738a.py,amix,16,26,942,1
586624.py,vsajip,159,123,137,0
1656bf6c062856ed49406dbf689ad20d.py,akshaykarnawat,7,17,4,0
671f90c15ec6331598e5.py,sammachin,72,49,185,1
1b4475f214cf246e246ee3e7d143d843.py,ivannp,31,19,39,0
1249199.py,rduplain,24,79,156,135
eca887488248b7594d37.py,PCManticore,57,9,74,277
1235834.py,sheffler,11,5,5,6
2271366.py,pendulm,28,10,16,60
c4b999517b713adb6480a349bb6d7658.py,jeffadams,9,3,2,0
5770925.py,91pavan,38,6,9,1
4c5dc5b2b267b43bb4c399ca9115c3f8.py,Krafty-Coder,45,12,58,61
7fba03376d75c83bbb55.py,Noelkd,13,1,3,3
11215761.py,gregmuellegger,50,9,112,26
7975620.py,mxpr,6,6,0,0
8391840.py,cclauss,2065,34,287,45
5921519.py,zachsnow,37,7,19,5
2650293.py,awagner83,19,28,8,10
710480.py,pmclanahan,109,30,62,6
3989337.py,pprett,34,18,279,27
398252.py,jehiah,108,55,296,59
e4907ccc9f6c1bb49b17.py,w4,22,7,24,2
17cf0be92ca90a244a91.py,urschrei,84,57,164,40
b9df49cfc1540bc8b896.py,yifanlu,41,37,687,1
dffb8de093502b153e85.py,arademaker,40,39,106,62
5445149.py,rouge8,114,20,26,16
741bb3f64c9a63927c39.py,MurphyMarkW,30,13,22,32
c80e24454ee353d3c123.py,therg,23,4,10,5
7048177.py,alejomongua,25,4,1,0
d482a2f8913bc6e2c2e0.py,amtal,31,38,34,5
dc7ee7f28851922cca09.py,oldo,7,1,4,2
1644439.py,santiycr,62,79,116,15
7007c635e120bcd50532.py,lakshmankumar12,52,21,3,0
f3190ebba6c53887d598d03119ca2066.py,f0k,33,12,149,0
3f941f191f58f046125949505738537e.py,Storlek,3,20,15,5
3676137.py,Kub-AT,9,1,7,9
9044787.py,inkhorn,2,28,7,0
4b3c1a78b0104e52b2a1.py,kived,29,127,33,2
3428652.py,jparise,132,12,197,27
62ff47bef7f894e92ed5.py,Tblue,30,4,4,3
1367642.py,kylebgorman,21,62,119,17
3691390.py,victorpoluceno,52,14,23,11
4557055.py,jdillick,39,7,7,13
835062.py,stchris,50,6,49,30
e8fd5b7e21c35044c4d648e940e61479.py,Duroktar,43,5,16,66
5849843.py,zupo,58,16,56,0
6634526.py,skitazaki,29,20,13,2
29192ad264823aa3faff.py,lecram,24,15,34,15
3095759.py,kaiquewdev,524,64,202,882
1e5a4a29eddd8c4d850c1f58f4bd51b2.py,lloydw,11,3,21,1
4d3a1d7c49de414942b87d7f6ab1461c.py,Christoph-Wagner,23,2,2,1
11401031.py,wernight,117,7,35,2
3f22c5ed5dabf1815f16efa8fa53d476.py,josephernest,29,13,80,1
8eabf18a6a79f5dbe3f4.py,peposso,13,12,6,2
5567021.py,antonpirker,22,19,28,21
1171352.py,bragil,9,6,13,78
c3e9af58ba93497c5f202f89dd70fbd5.py,brysontyrrell,46,5,162,3
8056423.py,falcondai,96,23,87,69
da582d745fa2bf0ddd8f5f7480042291.py,nikgens,9,8,7,0
a3a75a397db092d7a70bbe876a6fb817.py,JamieCressey,23,9,7,0
9048859.py,aliles,21,46,19,2
cc9ba2db32e44795359417dd08326c31.py,richmondwang,70,21,7,22
79405fa0f930e41544b584c4d7864611.py,tshirtman,84,662,156,22
a50908d4c935f39c39811aa5fa9fba33.py,justlaputa,65,29,42,52
2325a808801e6896d7e7.py,viveksyngh,131,149,52,23
cd7e792ff3a2dcaf27f6.py,douglasrizzo,32,14,25,5
ef4331807c9e9f53e74687da4320072e.py,Khhs167,2,3,0,0
1480022.py,joneskoo,35,37,13,8
790522.py,jordansissel,165,358,1397,0
ec88cbdce3cdbac7b8d5.py,HaiyangXu,27,28,14,33
f54ab060c62103ad3747712a3e45680a.py,elbaschid,43,34,79,22
cc83a422be4bfae1fc03.py,JerryVerhoef,27,5,3,0
705cd764ac782c1ab461.py,djs52,7,4,2,0
e4c772fdd1e329486866.py,doobeh,45,104,22,1
4cab3878d995bec7d1c2.py,risent,76,37,15,24
4666413.py,econchick,67,39,843,43
1077970.py,hoffmanc,68,23,11,23
4ccb79c7d01a95176b8e88bf4890cd2b.py,blacktwin,3,61,18,0
944439a04546f4c02cb9.py,ameasure,12,8,6,2
54904c005f8d237f6fec.py,devinmancuso,17,12,24,5
1167048.py,Vossy,3,13,17,5
1267938.py,nickpascucci,24,10,11,2
8285428.py,malcolmmcswain,14,3,7,11
1451947.py,carlopires,37,22,9,4
1b001d0e55c4eff15ad34cc469fafb84.py,weidagang,52,52,80,7
5515473.py,stantonk,56,60,15,22
4232b463e5ad2f19c155.py,andilabs,29,69,14,15
a61d9cade3ba19487f98.py,jonaprieto,41,66,26,136
143190ad1b88c6115597c45f996b030c.py,TySkby,1,3,2,0
88d0ebab5ace81201f04.py,masnun,96,34,918,12
e88dfb1fe8ed0fbddf49185f419db4d8.py,cr0hn,96,9,336,9
c510b82a6ad828c3c5d3.py,kivikakk,120,24,299,44
5803923.py,AndrewIngram,51,93,75,7
6623428.py,naiquevin,48,30,69,49
3601130.py,tomwhipple,17,3,51,11
92e71e1b4dbcb4c0df3c.py,ramnes,83,19,76,48
4c47dc94cc6054fe1398.py,shirish93,33,1,8,55
4611f1a728646944a703.py,sarahholderness,19,3,54,4
3799831.py,paolo-losi,16,7,39,4
2493940.py,migurski,112,60,565,122
80bd41b6fc1377591727.py,soodoku,51,25,157,65
2493940.py,migurski,112,60,565,122
80bd41b6fc1377591727.py,soodoku,51,25,157,65
e542b181be28d168ba177c9b8e3787b6.py,iwiwi,32,20,269,37
1096950.py,msimpson,5,17,10,15
f788cfd227cb94d0843235a2542026fd.py,chssch,25,8,8,8
539d82eb0ba60c16aa8aa65610c627df.py,vevurka,14,3,35,4
7a3f0c3d23d99f6c65c4.py,WillDignazio,37,10,39,46
aeec99f6a3423c5ada77.py,nathancahill,147,18,166,9
d360427b50e50047e7d5.py,tfurf,10,1,3,8
3167162.py,crydalch,29,8,19,4
a0785701c51fa7d4da32.py,eevee,87,102,1057,0
939140.py,bavardage,67,83,35,7
6879762.py,robomojo,3,33,1,3
ebab39ca9dafd292916e.py,akrylysov,16,5,79,13
1066850.py,rochacbruno,173,240,1407,261
586626.py,vsajip,159,123,137,0
3118509.py,bdarnell,38,19,1234,1
c577716bd2f15b9ca330b15443e8bfbe.py,artheus,71,7,6,0
e3e70880c0b0ad666e7b5fe311320a62.py,christopherlovell,29,23,16,54
388ef5154052ed8173df4b7b9eda541b.py,i3visio,32,5,90,0
2e0cbef7d50e8e7ef2d2.py,remitamine,6,3,18,0
8668000.py,jensenb,3,5,8,16
4530348.py,cgoldberg,49,49,220,0
7218ca16f8d022e02a9c0deb94a310fe.py,chsasank,46,4,160,5
2315912.py,shimizukawa,73,92,98,8
844aab52fcff6b1c652a.py,FranciscoCanas,28,7,21,7
712d397cfa37bcb836b5.py,jinie,19,29,6,1
e2609c8f8f23c722b955c0499068a2ca.py,Rurik,26,14,127,21
c7e9a91256c9c5db1676aa3c240531cf.py,poppingtonic,158,34,41,26
1693109.py,jayrambhia,111,81,491,57
8232624.py,ColtonProvias,35,5,10,0
1053328.py,eklitzke,305,189,496,99
efbe081b2bde5662cc1e76db0e12289e.py,nvnmo,57,29,40,44
7293456.py,prat0318,44,41,53,11
ba3f37dd7c52077d4eeb.py,chris1610,8,4,321,0
11126018.py,svetlyak40wt,297,101,284,442
5088322.py,zonble,97,87,420,65
179d6e9a88202ab0a2fe.py,kastnerkyle,872,190,562,82
36e652488563ab23ea04.py,mattupstate,91,54,506,42
a964ef071be911c3fa81aaac3431cf75.py,kenneth-reitz,37,238,26566,199
7303201.py,amitu,110,50,132,60
927079.py,amercader,62,100,79,0
2295119.py,juanplopes,75,232,452,259
8a19a90c038c6a79da6d10f5528908e1.py,coldshell,5,7,18,16
6808772.py,dongyuwei,90,183,148,181
d3bf8d7a1867aed16d30.py,williballenthin,62,71,451,47
7840849.py,mineta,3,28,44,1
1052286.py,onyxfish,63,49,464,22
1b8e34a1a9816245192c.py,erichiggins,16,13,9,0
7808564.py,andreas-h,81,17,6,0
1272551.py,daien,6,8,13,0
9143440.py,RoryDH,32,22,38,86
826218.py,jsocol,87,70,283,133
1284577.py,mlafeldt,88,88,147,31
7bb297b5853c542f73f9.py,rothnic,72,18,9,0
1183424.py,misja,13,9,22,13
6267789.py,miguelprada,29,12,12,0
6185d76377e2c8d06d07.py,imsardine,59,10,18,47
da85e4146a359c158bbb.py,manav148,7,3,0,2
990d3653c5803927cbb6.py,bameda,98,2,171,109
266c37d3a274376134a6.py,mrtzh,8,5,77,16
828099.py,dwf,58,59,251,63
4006859.py,npryce,61,38,296,1
b75b6b6b8382a95aa6da.py,askldjd,19,16,9,0
975276.py,gvx,68,40,63,11
d039e69e97afbf1b863b.py,hiropppe,21,43,1,0
d8c333eb4a74168474c4.py,ryansb,186,30,272,16
8099723.py,stuartmyles,1,11,4,0
028386b860b75e4f5472.py,claymcleod,33,31,34,3
d25e7dbe42a6019fdc08.py,studiotomi,4,6,6,0
5705089.py,simonw,193,187,1167,128
2fca1de64950d5dfed72.py,singingwolfboy,269,167,289,48
1701845.py,jorilallo,38,48,194,4
000eccf3d66540d75def.py,lvsl,22,13,11,1
398429347c96e98aba88.py,jabbalaci,89,21,89,4
3df4ac627939e0029fec.py,justanr,55,21,58,31
1782978.py,acdha,188,216,273,195
4178f196da2b9ef6d856.py,baxeico,19,13,4,0
a1624ac3e9c81ce45fcb.py,cbrand,28,2,9,3
118322b8f2ca5acd7864.py,yangshun,104,46,3158,186
c957b4d769e628f506bd.py,AndiH,33,47,50,20
594861.py,shazow,161,86,724,23
66627b580c13068589957d6ab0919e66.py,nvictus,70,22,53,35
c1d08a3afa4040815eafd3891e16b945.py,Morreski,13,2,9,5
9ba3d3cadb8ebe8739af.py,vzvenyach,153,66,123,27
3013470.py,pcote,38,96,13,3
5720dcf862397ce335978c69ebb36820.py,pirate,78,51,842,644
4992005.py,yourcelf,122,12,100,11
c5cf33de5f4bfeae6ca5.py,xanecs,71,8,8,5
63a123e5099012e7deff.py,jeremyjbowers,189,113,403,151
94230b422c2100ae4218.py,smhanov,22,4,33,0
18f1adea5bd5c628813d.py,gallir,34,15,235,0
5115718.py,ambv,54,20,538,3
2731427a74ed66ca0e420eaa7bcd0d2b.py,nygeog,130,20,40,68
5857478.py,bnlucas,30,18,7,4
dbaa03a3b5d7059d6ea08e96833ccbe7.py,jabberwock,3,11,9,2
4538011.py,akheron,67,38,211,4
31122eb9e4c0af8adeca.py,miguelmalvarez,25,7,32,80
5435041.py,knmkr,85,69,22,7
28bed027606c5086ed9eeb274f3b840a.py,chokepoint,31,8,238,2
c8f7dec95f33ce614fc5.py,pzucco,7,4,3,3
3302754.py,codeb2cc,36,36,53,19
4b6b800841a472062e2ae8f88cce7957.py,ArturoNereu,19,12,70,17
1099015.py,huseyinyilmaz,64,71,98,28
889692.py,jacobian,39,133,2381,23
1357185.py,tjb0607,7,30,0,1
6796103.py,ljmccarthy,17,37,16,55
0d9b373b59ef9bb62b5a.py,kdart,23,4,10,10
1252339.py,brantfaircloth,30,107,86,2
d9574ef1f4191a7d823fb9467d599d90.py,jwlin,34,17,96,3
f13c35cd46624c8f458a4d23589ac768.py,ihsgnef,18,3,16,12
b3cbc894ad2c2516dd02.py,mechanomi,53,20,276,0
9b1e305543f6fcc9318a.py,kastnerkyle,872,190,562,82
8184301.py,samstav,130,46,37,40
1325168.py,david-torres,22,6,11,33
ea3bb160dbc2e650b4474a84248d0d1a.py,kashif,141,29,274,60
b3143dde185cecda7c1dee7ffbce5d2c.py,herrcore,11,26,68,8
4d7e551b4c0418de3160.py,andersonvom,77,39,39,21
7811458.py,timtadh,85,13,252,100
2974887f3fab071c11a0.py,eerien,1,13,5,3
4b5ded9875cbba3e514f.py,oxplot,20,5,42,0
4462966.py,phughes,7,2,8,1
71cd6a5d815ad10b467adeb7e08f563c.py,M157q,80,48,205,327
5213919.py,lbolla,106,27,45,5
8bb82acd62472dfebfea.py,tyleha,18,7,15,3
3735779.py,likr,120,15,58,0
eb6dc49c861a1c21b612b568dd188668.py,jkleint,30,2,14,0
f4dae78b6d637f078e1c.py,hirokiky,115,80,77,19
31e3350041fd3e47e489cbc811209d6f.py,riemers,37,3,12,2
8529513.py,tatocaster,45,24,91,87
4690569.py,jaivikram,14,2,12,6
5849790.py,imankulov,84,48,81,17
5289693.py,shawntan,77,87,291,120
1040939.py,pazdera,29,31,179,14
875e0dba6a15e3fa6018.py,atdt,128,240,139,47
1159755.py,defulmere,1,5,12,12
b5e7a80691ed5e44e7fea1964bae18dc.py,williballenthin,62,71,451,47
4404346.py,Alir3z4,72,101,52,0
4f824fcdc465902e330e.py,brandon-rhodes,62,9,1158,3
a9de2ef498a09747bbf673ddf6ea4843.py,tokestermw,39,36,95,86
c8d1caabaf7b43317bc8825c226045d2.py,kkweon,119,48,78,73
2719812.py,winhamwr,70,50,72,16
723be8a02f1286b4a8499f19857d326a.py,louisswarren,32,116,4,1
1ab4f07568b380f8c42636b3ab8d2dcc.py,aunyks,63,34,358,88
8107bb7b6e8d63eaddec7042c081e656.py,pudquick,95,193,220,0
6146951.py,veorq,23,2,334,43
1258524.py,tanakahisateru,64,87,69,29
3993566.py,textbook,59,26,46,0
edd5e93a6b0e72f69a929ef0588c48be.py,avalanchy,24,32,6,3
c1edc0e63f170d46f2557f0fe201b0fc.py,KaiMingHsu,4,1,0,4
de3ab9cb8bb4b7719571.py,BenjyWiener,5,7,0,0
4cfe3995013225d1d119.py,JustinAzoff,156,43,138,3
6637873.py,fmasanori,11,116,979,1
8f782611c2820689620e30ab695ddeae.py,mikl745,0,11,0,0
1600408.py,dnouri,63,7,650,45
9c59e30cab1bcb1d681a.py,goFrendiAsgard,93,49,231,46
da10d99f66df6361db9f.py,heywbj,5,11,12,4
