4243633.py,kurtbrose,51,143,23,2
8273963.py,jakemmarsh,53,12,119,21
d0a837dd4b9db74104aa52ff7e3d9ea8.py,mvantellingen,45,14,118,5
3994116.py,reinout,59,8,47,3
1227996.py,kylebgorman,21,62,119,17
edaed3f04133832350a2.py,ShahriyarR,26,28,95,7
b1f427accdf7438606a6.py,petrklus,23,15,6,3
3ddedf1e5e02a448607f.py,frozendevil,4,2,16,7
51edd66425998e5fca37.py,steventroughtonsmith,55,32,1010,7
ea1b1bae0a75c4aae593df7eca72d9ca.py,yaroslavvb,31,34,597,146
06860ec2040cb497f0f3.py,vladignatyev,90,14,40,26
2758737.py,rduplain,24,79,156,135
485487793a2731288ff9.py,hraban,70,36,26,19
1a43c785226a06a72872.py,Otacon22,12,1,38,10
a273ca1e579ab573b499.py,amerberg,7,4,6,2
7c3070bc1c2766633b8ff1d4d51089cf.py,minyk,128,27,41,42
54c8657a9ea834fb7fdd.py,virtuald,134,32,67,8
5104071.py,hellais,183,52,249,39
f2e3061545595ce5bee0.py,pudquick,95,193,220,0
1348792.py,zonca,227,209,128,18
3360002.py,kstep,127,25,39,8
67429ada53b7337d2e79.py,boniattirodrigo,17,25,42,102
531740.py,tmc,321,51,342,242
10206392.py,GunfighterJ,67,6,12,0
a9cc03df1777c52d217f.py,angru,5,5,2,6
2399998.py,Matael,101,91,38,25
74a03b135079ee23f3ae0250de11fe4c.py,ibarrajo,13,7,5,7
ca78d5adf0861d851bc9c98c411b04a1.py,giovaneliberato,47,14,87,43
2636213.py,merwok,6,8,47,0
0b677b13fca6cd0905ca.py,Dante83,5,30,0,3
4219140.py,EBNull,26,22,6,3
3839812.py,zeffii,80,2066,155,46
771dabe22b34d59728bddcf87b26cf54.py,al1b,11,6,8,5
1342942.py,marcelcaraciolo,41,145,347,41
3869772.py,fabiocerqueira,41,56,140,277
d1af2b73d38fbceee5c848fc9cf641ce.py,SciresM,65,34,561,2
9395cd6d36c7ac3be2d1.py,kagesenshi,82,12,93,0
207624.py,nzjrs,61,38,108,130
0349586cc9a86842650201cb06874bf9.py,fcicq,21,169,69,8
2ff89e40721d1f1a007449f02aee3990.py,sklam,47,61,81,1
7708517c9da45eb0bc79e2e1c01d6ffa.py,justvanrossum,10,16,114,1
17ca606788f9b4b9a36b.py,wcaleb,39,37,79,26
4646656.py,ojii,187,114,284,57
10796230.py,bkanuka,54,13,2,1
5350769.py,kgaughan,69,136,52,45
5088954.py,youngsterxyf,74,73,608,120
d4175526801c6e7bddee.py,typemytype,44,53,206,16
fc377cea2349a3509e78.py,celoyd,9,60,125,0
8004682606be21d167bf5fad65106c44.py,jcmiller11,7,2,3,1
f070dff29ddbeb87973be9c0a94a1df7.py,blacktwin,3,61,18,0
3012089.py,ojii,187,114,284,57
8222898.py,jherskovic,13,3,9,0
1878742.py,garydoranjr,27,9,39,4
eef208bf1a35b23671e8.py,Sebobo,68,22,62,5
10438748.py,chan-lee,5,5,1,0
2febb4a820717f2686f9.py,tahia-khan,40,39,11,10
7976817.py,tkmru,67,94,79,59
4fc0a61419858c748b59.py,basaundi,24,1,4,12
745375.py,SeanOC,52,20,68,19
4a2db575c07bcc0c4fad.py,lepture,182,57,7678,80
148b5a5dc39211bd6a871cb8f9df8c48.py,JonnyWong16,7,31,74,2
b48d48fc1b6eb080412129e596ab2193.py,mliberty1,8,1,5,3
ee0cf2e13af5c59bd4369ce15ed804ba.py,shojibMahabub,14,7,4,25
ab7966e7ab1c441f947b.py,mikkelam,7,3,9,17
1be51b3361c189980457.py,tonyromarock,10,5,0,9
1688557.py,mvasilkov,209,45,150,69
1cae669defce037511ada4e0ed01b3cd.py,walkermatt,64,38,54,0
5860754.py,fisadev,83,5,194,0
4c82f5d4190d6ec3686a.py,danielhaaser,27,5,45,29
a0514b2e283a882d9ef3.py,dalelane,18,20,31,4
859473.py,pmclanahan,109,30,62,6
88057.py,johnboxall,56,47,196,62
2628382.py,podhmo,177,1842,23,6
abe5c8053852a734c1f6.py,bengotow,68,12,262,14
be45311db1bd8cbbe6650b0a3e9d1977.py,1lann,88,24,71,12
1009475.py,ssokolow,36,79,53,2
3079065.py,jacobian,39,133,2380,23
4045328.py,textbook,59,26,46,0
1825401.py,BlackMac,46,30,34,26
2e19d98039469b9d0134.py,stephenlb,75,124,334,355
1245700.py,srid,186,188,145,61
dcc6ea4f9edf88cee9996905dfb7184a.py,MatthiasWinkelmann,88,12,15,0
9d654c16d9bc86c1df40.py,mhluska,62,36,29,0
c9248a239bbab0e0d42e.py,bonzanini,18,9,463,4
1b42a20c8f3eb9bb7cb8.py,cpbotha,66,11,45,4
2632362.py,dzhou,17,4,10,20
035a1ead72a767add4b87afe03d0dd7b.py,hiwonjoon,47,11,92,16
4700585.py,sudorandom,6,25,42,27
4337527.py,vinothpandian,45,11,10,2
1369619.py,strogonoff,95,8,14,23
1259701.py,iurisilvio,33,13,91,31
4282679.py,evanshultz,38,2,20,19
4389137.py,alonho,37,7,47,4
0aefb027d3e1cf9e3e778034fbfb2fb5.py,Wintervenom,10,52,38,16
29c8e20feb05146aae9c97e018313ee0.py,KevinCalderone,6,1,27,2
09acba2e528ec6b285dc52bde07754af.py,ianklatzco,33,10,27,20
788262.py,imlucas,75,155,93,163
bc7a8ebb4fbabcfd5e96.py,ganadist,83,93,68,0
6ca93b8309f05055c6a3.py,wookayin,58,13,447,105
fb180c58c94526e2c40b.py,omz,13,70,948,8
1885886.py,teh,88,50,49,39
b71ed0e977e6d345bcb8.py,andromfins,5,5,1,0
e91e9bea678f0b2f1c9bd283f5b0f452.py,noname01,29,2,22,20
1294800.py,pasberth,96,422,150,194
8543588.py,Slater-Victoroff,57,32,45,0
6583590.py,kylegibson,42,28,13,3
3829302.py,epicserve,54,70,38,18
1098900.py,pau,3,16,25,9
6626111.py,ubershmekel,147,32,19,12
ddfdf0bba0b3db1d7c04b8585b27c90d.py,therealchucknorris,1,1,0,0
e686a425ffbb19f3c30395a1e84ec813.py,tharvey64,16,7,15,13
2644002.py,aperson,35,18,12,1
ed1769600b0df731ac31d207a4b44d0b.py,philipguedes,12,2,6,7
863301.py,tompaton,6,6,1,4
7744008.py,elliottb,8,3,11,1
2704426.py,jl2,158,98,24,4
4982157.py,nephilim,27,17,31,7
6996671.py,davidebbo,80,17,488,0
64821d31816bce595a4bbd98588b37f5.py,fzliu,9,8,98,13
b2d74053486a40bac06c523847779e9e.py,nathanlima,1,1,1,0
5079405.py,ColtonProvias,35,5,10,0
8505413.py,lachezar,78,10,22,86
8033c1f1adaf014fe40a.py,cuu508,40,9,26,5
f325f881289e221bde32b7215503abff.py,harej,28,7,16,2
6262053.py,quintenpalmer,22,7,15,16
c9eb067454ba16cdc03818e8f2ec26b4.py,mbarkhau,78,54,18,8
3228676.py,amueller,170,54,5986,43
5400853.py,dbr,50,69,136,42
354708.py,leadernux,2,2,2,0
848183.py,mahmoudimus,118,123,165,300
727c932ce3e20c6367e5.py,hjwp,101,45,798,3
373571d8a276e6b2af1a.py,dnozay,116,84,45,7
814831.py,huyng,65,21,188,42
28fc7284daba8a083133.py,jiffyclub,82,86,266,9
a01f55b691a14ce53b0c.py,gabriel-lima,14,8,15,24
2770023.py,gotgenes,36,6,31,18
9a2e2b92867fa82ea328.py,theodox,52,54,81,7
140102.py,bellbind,30,461,36,0
2bc82e704f810b4b96dda4188646256b.py,bmwalters,26,27,29,31
3922633.py,scturtle,39,144,84,34
5761c3be67a0c7d78ec8.py,robintema,20,4,8,5
cc6ab28f5adf4b3af6c2.py,CptSpaceToaster,57,113,23,1
c91859ed22e4dda11d36.py,chaeplin,147,68,89,109
bdf0b0e4f92173245211.py,relsi,212,33,52,61
1a129d620978a4abc6a9a30f5f66e0d3.py,nikgens,9,8,7,0
ac8e222081f63ba64e93.py,kapilt,78,58,141,0
1686834.py,jvanasco,113,92,21,4
e41abdd59c5308eacf84.py,KristoforMaynard,27,11,4,3
5355597.py,urschrei,84,57,164,40
fbadce83877a36622720.py,p2or,6,79,24,47
5735205.py,ionelmc,174,95,280,33
8a2ed1b8923f04ae6366.py,xesscorp,51,13,213,0
5385305.py,alexlouden,80,27,46,25
3894835.py,scragg0x,68,40,32,8
8ad859f30438f3be149fe9751391d037.py,pudquick,95,193,220,0
7536335.py,mythmon,228,123,97,28
743047.py,roder,20,23,30,4
5328876.py,fcicq,21,169,69,8
1355170.py,rduplain,24,79,156,135
2836237.py,ncoghlan,109,12,250,0
5167728.py,dbr,50,69,136,42
937a24bffda881edb5ff5680571c5714.py,humphreybrian,138,31,6,13
11240995.py,oneyoung,25,20,4,1
58a037a03b63355e02a3.py,mjcreativeventures,2,5,0,0
301083.py,rmax,38,84,406,536
4641ada79554d1fc4321.py,absurd,9,10,4,0
7c00810b58fd073ec843.py,mkowoods,81,48,16,22
2974290.py,Nagyman,7,14,20,3
8420193.py,schlamar,28,41,18,0
2730487.py,rahulkmr,71,55,10,0
421c427db75c8c5fa1d1.py,mivade,82,32,18,9
3783860.py,inkedmn,18,189,45,34
4365237.py,bcambel,72,139,109,172
2028153.py,shomah4a,51,83,16,2
7521277.py,stevearc,34,4,24,1
fce98aef890469f34d51.py,PaulFurtado,21,10,33,21
97eb37b0bd79941e7556.py,val314159,110,85,1,3
d63a021fad01728315b9b503eabfc5a9.py,ndunn219,6,9,0,1
9308b931479a4fac7e46c22face4657f.py,fredley,42,14,27,6
20b8b13be086357018b9bb4ea3d581f1.py,ganwell,54,76,25,4
16eee70416ec264b9535.py,pop,64,32,34,11
1808234.py,wontoncc,10,6,23,15
5823d12b8ea72d550cd6.py,barneygale,50,91,44,3
55be89eead0b0e19e051.py,mborho,32,7,19,15
fe855653e9757e1ce8c4.py,dnouri,63,7,650,45
ad9407297ec9bb6c507a.py,9b,58,40,182,14
97814f57ac85af7128bf.py,ewized,54,22,27,16
27dd0d768ccede849051.py,mikepsn,45,8,12,8
82f7b21509a69a0d70e18f2e4ddf5ed9.py,w495,65,81,35,103
e3433ebba20c92b63111.py,omz,13,70,948,8
bfb45408d43986eefdf83b59bc9e8629.py,dannguyen,305,250,427,308
386567.py,wamberg,15,6,19,15
756b1d8df2d1487497d29b90e81f8068.py,erikbern,21,33,1396,4
60389590dd7d3ca238e0.py,vishalwy,9,1,1,0
893b63390160e33ddb3c.py,Reedbeta,8,15,58,16
1757120.py,cageyjames,8,46,66,53
364b2a99521d5bb76d51.py,stefanthoss,10,5,3,2
901117.py,samuraisam,102,93,153,22
4051823.py,omz,13,70,948,8
1b94c541ffc158d3e668810b75d69405.py,b-meson,33,11,90,41
5501664.py,astrofrog,326,193,316,38
1078469.py,javisantana,71,126,233,67
bf27da3f38272a76c801.py,iMilnb,23,27,64,0
0ef66e0677be32050574.py,jaysonsantos,130,20,68,41
50bf7cacdc8cfb05e323f350539f0efa.py,virtuald,134,32,67,8
2742c5e147d49a804b408bfed3d32d07.py,mhmdiaa,12,4,67,8
fd9ee43167f5cc1da130.py,cmdelatorre,23,4,19,0
4032227.py,benhosmer,63,69,34,6
3611209.py,aaronwolen,78,38,33,39
8349832.py,adrihein,9,7,5,34
6ec898268c2329b1be1f.py,dionyziz,150,274,781,116
5650699.py,tlmaloney,21,16,1,0
87908e13c9ee6655ce90.py,shacker,26,13,52,6
8228870.py,MattFaus,22,21,16,3
5970131.py,kbl,32,12,28,0
5768526.py,glamp,108,286,236,27
05bfa2df020765a0402454c316a6cc8e.py,fmasanori,11,116,979,1
1029870.py,pklaus,134,191,64,12
639576c25693ca4890457efa5f67d103.py,TimZaman,17,1,112,6
827962.py,ptrv,110,93,73,139
2429288.py,valberg,48,4,47,50
715f0dd03fc18039a6549de557370b97.py,f1u77y,15,4,7,4
b34584af3624ddeb1ce4b301e6bd5762.py,BlogBlocks,57,97,3,3
75297864abef5c8f2d5c134be2656023.py,mr-pj,6,1,0,0
7571752.py,pennersr,70,2,205,0
cd9974b513419f0554c5.py,stummjr,48,3,140,35
4230847.py,gdamjan,79,150,82,13
4243336.py,MorganBorman,23,6,20,19
e0694a644a5881fb9678.py,Zeirison,14,2,0,0
6284899.py,whiteinge,21,43,163,5
d89c930a8df3060106c04648dc6058b0.py,kmonsoor,111,29,37,43
5519665.py,jrsmith3,46,15,41,29
529816.py,emre,112,97,693,58
6be777ae269adb3da85e.py,TehMillhouse,32,4,30,14
6901429.py,alfredplpl,4,25,2,0
631953.py,rozza,93,31,258,24
ef407a599f0f549f62d91c3a00dcfb6c.py,yaroslavvb,31,34,597,146
3fdc080258fc53bcd3fa.py,bonzanini,18,9,463,4
d29fb15ec761e98a0d3773440dca5c53.py,eevee,87,102,1057,0
1388243.py,aaugustin,46,19,711,0
5635505.py,hit9,70,25,723,125
2f66dc46e324feec706b.py,konradkonrad,28,25,53,35
f17910ef74687b3a062bd403f79e340a.py,psychemedia,82,276,129,3
af82990e1bc3d29fc75b.py,binarysubstrate,4,22,1,1
5308423.py,securitytube,6,22,138,2
905558.py,peterbe,289,939,356,44
4d869d71f21913da7b85bbb230a45e48.py,benrules2,12,54,10,3
9d713872f0e972d4fc9af4725a8a77aa.py,jh00nbr,49,21,402,607
4e7ec5be035dbd766477.py,rmadsen,8,6,13,0
2f399861fe419201279e.py,senarukana,31,22,24,57
5320734.py,jhamrick,89,22,783,36
4650991.py,evansneath,11,8,11,6
7282822.py,tshirtman,84,662,156,22
5439438.py,ivanov,126,17,347,173
5633266.py,oddskool,29,11,7,0
221685a8e03a01baaf1e.py,pjbull,32,14,138,3
3df734ad08d8dc8d9ace0491ef97cc58.py,hexagon5un,51,15,190,33
9233941.py,six0h,24,2,6,1
3089602.py,edouardp,18,6,4,3
6623972.py,syl20bnr,161,24,888,60
1875766.py,Jim-Holmstroem,151,185,36,71
45c3d886c182a1ea26d5.py,ibab,88,18,543,67
441131f5f35c7d135d8171d3b1d2c326.py,dboyliao,253,76,68,11
ac8f22326f095ed2690e.py,pudquick,95,193,220,0
5612981.py,tbarbugli,116,58,116,10
fb95e716151642e8ca553b0e38dd152e.py,niranjv,10,5,4,1
18ca0fde78d97104c8f94a129679351d.py,obfusk,146,145,29,23
1685580.py,taudep,16,2,2,3
871d58e01417478176e7.py,joshlk,33,21,7,6
2d4a4a8be57a9b8e94c7a4903d8d8bf8.py,hamstah,14,10,24,27
4992904.py,gigamonkey,87,44,393,1
366041.py,quandyfactory,25,48,35,47
dc7a040b7fda199a5791.py,anhldbk,64,39,39,50
61a2ea1f12d017ab13cd.py,keithshep,15,31,19,14
1229681.py,kesor,45,57,33,7
dfd7eb0ce2915d004367.py,r4inm4ker,12,5,1,0
00280f59c03daef51822.py,Krewn,49,76,23,21
915259.py,adammw,116,125,69,35
9d4ea9b04b223de02c7a.py,tmr232,95,26,99,5
1073682.py,kelleyk,37,5,23,2
1694496.py,fatbox,14,1,0,0
3800756.py,prestontimmons,33,53,39,8
6471e364501e7c62a0c41d92fa6090bc.py,YoRyan,11,3,7,1
6267899.py,damoxc,32,9,6,0
7d983878dc4c5fcacae57e4446008a06.py,zenna,71,15,61,6
c509d472085f9374fc1d.py,Dav1dde,62,57,82,3
eeb156dc7b4caca69f5b31037da54708.py,bigsnarfdude,195,557,230,265
5397472.py,bradmontgomery,84,137,144,26
3057736.py,mohd-akram,43,4,32,13
a7a66e10f704b4dcc24d.py,kevinkhill,31,13,39,1
158dca99bb719cd8205ef43b4f82ec57.py,tbbooher,69,649,24,12
464760.py,josiahcarlson,18,38,363,1
5382778.py,SebastianJarsve,5,12,8,5
3128835.py,theju,48,1,38,0
f97205b73610dd30254652e7817f99cb.py,mbdevpl,69,8,19,43
1d7cb531bb8fff8c228b7710126bcc33.py,earonesty,76,19,20,4
9755516.py,nfaggian,9,20,18,9
1882562.py,ofan666,2,7,4,2
3310561.py,matburt,30,37,138,22
7ad3a91b1b49fe2682d7.py,cindygis,4,62,6,14
394981a661cbf78d442e.py,hirobert,5,9,8,2
24ab8b46089c870af7da.py,toast254,5,20,3,5
577159.py,ntamas,39,12,112,8
29e04da9a0410fd672d1e29b65908808.py,AO8,0,78,0,0
9238791.py,acdha,188,216,273,195
3527539.py,wangye,1,28,9,1
5513926.py,jrsmith3,46,15,41,29
0efcacfb43827ba3a6bac3356315c419.py,Munawwar,31,16,10,3
2049083.py,passy,417,67,1780,72
8268816.py,hiilppp,1,14,5,3
1126302.py,teh,88,50,49,39
27bbd6895c0afb314879.py,mikemedina,31,7,1,1
2d4a22e1854683c9c72d.py,hayd,183,29,117,4
b205bdf830c9f81e5fb6.py,adepasquale,30,9,107,120
22935c16da4eda92762f.py,timlinux,185,140,124,2
9947838.py,jrsmith3,46,15,41,29
da05472b0975e44d35d4926942d2c004.py,clementi,75,110,8,3
7a4989490300d1298ba0.py,lucidfrontier45,56,45,63,2
34a83d870a14aa7e580d.py,miohtama,222,132,283,347
efce2e1a817a01441f08.py,xsank,34,6,80,9
6d7c78ea329d4e9e1217.py,wmvanvliet,40,16,25,2
e8bb54570d170e97b19b.py,ods94065,31,6,6,0
844019.py,stef,106,14,145,12
c71339cb23bc51e711d8.py,mdsrosa,45,3,39,36
718900.py,pelletier,108,63,60,0
1187569.py,tebeka,55,150,81,3
70e2d0500fbcb820dd99.py,gromgull,39,13,29,1
5ba3bd5c0f665c40828ba191fe50eec9.py,mie00,57,16,27,0
5859643.py,irgmedeiros,16,3,28,35
de85b67e95132b5cf84e.py,piraz,35,1,10,1
ad45831a2fb73f537a79.py,IanHopkinson,7,16,12,0
c8e62ef8cb9515d64df4.py,kylemcdonald,219,218,2684,47
4345582.py,unixmonkey,67,46,98,62
670750a77dd0249c8c61f74cb374388c.py,SourKream,15,1,14,3
1091026.py,bgreenlee,90,48,94,39
2482894.py,douglasmiranda,29,144,118,25
bde20305e90349637b6a.py,msmorgan,38,27,13,9
8347533.py,mdaniel,27,43,17,1
0726a6bcb97a0cbfaaab77a531184669.py,pshapiro,7,17,51,27
4217925.py,jmaupetit,44,12,59,15
c7f9eace23de2d76e32f99b88ddaf292.py,Emiliemorais,15,2,4,4
f884a43c59e26199591ec4e234d069f5.py,lucasrcosta,28,6,17,16
b3d386e4cecf97d59c94.py,itsnauman,47,5,81,36
9667052.py,chrcoe,33,9,3,9
6165148.py,kalmanolah,60,20,27,38
5e96a65ee11698a26403.py,podion,2,2,0,0
c68100c04c821361121540a8111df9a8.py,kaidokert,140,20,7,60
7105045.py,jmcarp,342,39,231,22
5911624.py,jcrudy,69,9,27,15
750985de10f12d8e6af9.py,JoelBondurant,13,38,5,54
8290369.py,euphwes,16,19,7,1
701cc1022d6156741470.py,codersquid,40,28,156,203
5607858.py,andinocl,4,2,1,0
313753.py,Arachnid,95,117,684,3
10235798.py,simonw,193,187,1167,128
97120046d0aa8f49c3fce03b844329d7.py,kastnerkyle,872,190,562,82
8427853.py,cclauss,2065,34,286,45
11019717.py,radaniba,65,68,35,62
472309.py,rozza,93,31,258,24
5660624.py,sontek,76,31,309,65
9ddaa895cd5a338014fcbaee00595765.py,axelborja,2,1,0,0
1760732.py,gandaro,36,8,23,20
9673227.py,JamesMcMahon,31,26,25,14
9e990f56dabe27b42bfb.py,waveform80,57,31,375,1
4773365.py,waylan,34,47,74,0
edbd2086a98104d0babb.py,baderj,21,21,86,0
250c57da496aa8c702c1.py,vaindil,24,2,8,0
64c69a020335892b00d4.py,ariesmcrae,24,38,16,11
8916745.py,peterkuma,37,1,12,1
1453629.py,josharian,105,69,325,3
2337dd6cf56f2845bfa901a6b9c430ae.py,zhengxiaowai,33,29,44,13
9601190.py,kylemcdonald,219,218,2684,47
994641.py,Arthraim,91,18,117,81
5658957.py,dnordberg,6,19,23,27
f51df716906be1d8f7337ffa183d32f4.py,greenvfx,12,18,16,43
641d5e3ca0bb9c1d8bd1.py,a-ludi,28,7,2,3
5430921.py,rbarrois,61,7,75,1
3086536.py,marciomazza,45,16,50,11
1199964.py,zhangsen,34,15,33,24
3767366.py,dettmering,54,23,7,11
fc1527d6d9492b59c610.py,alecxe,59,13,98,10
b475ea8cbeef36cff13c2c960e434728.py,debboutr,39,35,19,32
7c6e4850853d62e029b5e2677c5fd414.py,reutsharabani,25,6,8,6
5563131.py,jagt,30,65,129,122
6027007.py,yuugit,3,6,0,0
30da094d498ec611c7f705b06648302b.py,arbolis,8,1,1,4
4dc603b56399918bfb54.py,idradm,6,1,2,0
4284108.py,tzengyuxio,20,22,32,12
9714475f1b3bc224ea063af81566d873.py,Mostafa-Hamdy-Elgiar,3,8,0,2
034fb1edcc54e8aafd28.py,need12648430,13,13,8,4
5476453.py,airtonix,323,90,47,7
6196634.py,Taormina,21,5,12,17
6000938.py,dfm,300,128,870,42
1cd6ce82490d2c0f2e0a.py,muya,74,12,38,5
2cf168e560ae79df3490b56e14d56ea3.py,tifereth,6,6,1,0
511440.py,riklomas,70,15,128,26
006e4069348fa163b8ae.py,fogleman,124,69,3436,7
745809.py,jongyeol,23,23,46,18
97cffbea574a5890f0d7.py,mblondel,14,35,1614,18
5844688.py,zellux,51,7,610,20
4abfb8e9f0681173ed59.py,chen206,6,27,24,18
53505478f53aeeac24a5.py,etkirsch,86,5,17,35
b005ed5fbc70761bde96.py,piercus,122,4,16,16
2577781.py,FSX,39,29,111,30
43f45edefdcd1377b70eb171d4cffd1e.py,kezabelle,99,116,31,10
465de1f5f66334c91a4c.py,davidadamojr,62,1,66,49
95d455274e454b3a037f.py,ei-grad,188,70,45,45
3037448.py,himika,3,12,9,0
1745821.py,vmihailenco,20,35,151,0
6442846.py,urschrei,84,57,164,40
7e10efd98e93af94445e250c6d8d2bd0.py,erikbern,21,33,1396,4
5649074.py,hc0d3r,20,77,214,31
74be22d1c3d7c1dfefdd.py,flandr,38,17,19,9
a376ea53379b5ed37841.py,rach,17,6,37,1
246727.py,playpauseandstop,26,27,202,112
4076735.py,omz,13,70,948,8
810f791a49e4e1569637.py,hxer,42,26,46,30
3862ada8bb5f0bf58e101096a6e06c81.py,Lapin0t,34,7,28,11
c2cf8d8aee3eb70668bd.py,kastnerkyle,872,190,562,82
3cdf736856a0af22a60bb516bb75514f.py,dvf,38,18,457,14
966004.py,adilkhash,44,3,91,143
b362d8c846c790e1fb8527076b1c5d42.py,razzledazze,12,1,3,0
4319265.py,mgedmin,210,117,122,0
e28813c1e8721830ff9c.py,fmder,20,19,47,4
7779078.py,seanjensengrey,271,94,61,869
604302.py,simonw,193,187,1167,128
edd68921d49f2daf86a31017c50c0be7.py,jfeala,6,4,12,1
2517081.py,anilshanbhag,51,17,120,13
e99c114a5b33cd2da538.py,cyrexcyborg,4,2,1,1
1868e7e6115d70ce6e76.py,markshannon,22,8,20,0
741041.py,bdarnell,38,19,1235,1
3921948.py,emwdx,41,16,9,1
8800525.py,andylolz,147,38,69,5
b53cc1e0482411e4b53d74bd12a485c1.py,nhumrich,64,15,30,16
6725777.py,st4lk,60,24,64,26
562a8f71dc62264a04572770375f4bba.py,tejaslodaya,15,1,20,2
1e3263c4b26c4c1674b8b29274d528d8.py,kmonsoor,111,29,37,43
6343451.py,djwong,11,5,13,1
5792675.py,drio,79,292,68,72
d05830499ef1ec7b8b6fb75fa0fa9d36.py,Zahidul-Islam,25,38,8,0
7374178.py,techtonik,267,54,51,40
1558477.py,renyi,27,59,35,23
8777429.py,zhangqiaorjc,12,9,55,12
1550790.py,boisgera,75,15,13,3
15a67c684de482863b8c.py,avian2,99,13,65,10
4491981.py,senko,27,19,108,0
428e5b737306937628f2944fbfdc4ffc.py,DakuTree,11,8,17,2
e0a48073220cb78603c6aa95d076b119.py,villares,38,40,121,188
fb9d710bd20579771b40.py,kellyegan,21,8,13,5
8468afbbb8d34c0c0e6848b6f9009c4c.py,littlecodersh,19,11,1591,24
e6e53cbe679d3ec77e25.py,bpj,47,32,5,1
98a38b54f889fce2b237.py,underdoeg,92,20,99,35
619473.py,kenneth-reitz,37,238,26565,199
c3a540563e0774489ceafb3156b318a2.py,holly,34,55,7,1
d37ab1524a7d5e373ee5a2a0176ebd22.py,robertsdionne,38,4,128,67
5424244.py,thearn,73,35,228,34
1068021.py,ssbarnea,145,102,59,109
1718878.py,signed0,12,16,12,4
0191e14717af68bbba81.py,adgaudio,56,11,38,7
6808560.py,kk6,29,31,44,94
dc673da0c531c7a6059b.py,peposso,13,12,6,2
d886e89490b2f6c737d7.py,lechup,20,10,6,1
eb02440272ddcbea549f1e47e4023376.py,yaroslavvb,31,34,597,146
318b74322ed17474619515f7e666f2fd.py,stek29,63,53,234,35
69aec1259131b5619fb7.py,laxxxguy,3,6,14,15
2129ad95f7aeeb68d7df.py,davidallsopp,7,66,1,0
1509946.py,basecode,26,24,19,4
5524036.py,mikeshi80,23,4,3,18
4250684.py,FZambia,50,97,189,48
8683457.py,cclauss,2065,34,286,45
7337391.py,mblondel,14,35,1614,18
5bcffaac23236a78ea14.py,romainthomas,31,9,67,31
4725221.py,Kalli,14,8,14,9
5597008.py,iloahz,12,10,30,22
1423287.py,marcelcaraciolo,41,145,347,41
2da1ac63976008750c940fa9698919bb.py,jasonrdsouza,45,22,14,18
bf9211c4a160deb4ee15.py,97-109-107,36,15,16,25
92061d1d5dff99e14cb6.py,kevcooper,24,4,15,25
1868078.py,esle,3,1,2,3
35536ca8f1769dc6c74f.py,int64ago,38,22,113,30
66c6182363cc6be81a983c01a53c17d6.py,kgriffs,67,131,123,3
3176958.py,medigeek,11,10,15,5
b9309cdd7d5adc3b4b70.py,baku89,62,32,351,117
7079081.py,kevana,61,23,61,33
36d144bf982efecfae32.py,tsaikd,101,17,51,5
781411170d36adb3197cba86b8653136.py,itszn,30,10,116,9
3721801.py,rbarrois,61,7,75,1
10491632.py,cdiener,34,14,41,15
46e5d3154cda92ce3e0f.py,vpontis,45,3,35,36
e11b546d6ba9ebc2b604.py,pudquick,95,193,220,0
9044051.py,Zuckonit,64,9,42,84
662433.py,alextp,17,24,378,4
a7c10195b2626c78009bf73bcdb6db20.py,MarkBaggett,8,7,158,1
701416.py,ekarulf,23,7,16,2
0145c0ef05f301c19deb.py,aeckerman,61,9,1,7
2376960.py,5263,14,32,13,33
8e3913358a7996eab9b96bd57fc59df2.py,williballenthin,62,71,451,47
3bfb24d157aed7952839.py,juancarlospaco,124,51,51,33
5799103.py,brolewis,14,1,8,0
1477406.py,apalala,17,9,9,1
65fae06e8b71ef593c403db2e9f7f7bf.py,lkraider,24,28,27,13
3f70f952d51c161f335d.py,acutesoftware,31,2,5,26
9226843556995d7f054f.py,classam,59,38,60,11
9532763.py,textarcana,96,291,72,47
bfc2099235ac96937f34.py,Sinkler,8,5,12,11
1080258.py,sbz,18,18,87,115
5078476.py,yuvipanda,349,128,567,75
6c4afd656d1c8fdf1dad.py,aklos,6,3,7,10
3800082.py,tzengerink,35,25,9,2
5c973ec1b5ab2e387646.py,adhihargo,18,6,16,6
8f07d0bfadffd40fcf40cd49cb77382d.py,vaurdan,20,4,22,2
a1312d211c110ff3855d.py,jabbalaci,89,21,89,4
000769db6848429c9b3eac30361d9140.py,DmitryBurnaev,7,2,2,2
8691435.py,sangheestyle,128,103,19,29
a56421d26afb1f728a2b5959ce1c4486.py,florianletsch,42,12,53,23
b9ff7a0d3aeb2167b257.py,tarvitz,35,5,15,6
1628838.py,toastdriven,96,141,820,71
57e49e477ce7cee6182b.py,rbock,18,6,116,1
8ccd6d89e18818662bd4.py,yohhoy,12,88,29,1
1395810.py,abahgat,26,10,741,23
a7c373d3cde9d130912a.py,utinajerolps,0,20,0,0
3726239.py,bwhite,88,118,115,3
6145546.py,mjdorma,6,11,17,7
3037143.py,lonnen,128,82,51,0
4218010.py,marcelom,64,5,6,21
5834503.py,ChrisTM,15,5,13,23
5712436.py,nakamuray,35,51,30,0
34828a5e9dc41940f506.py,alexander-irbis,30,3,43,402
9217662.py,agronholm,77,36,132,0
